name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,gender
Alberto Mina,13.0,1.0,182.88,77.11,195.58,Orthodox,41.0,3.23,0.38,3.7,0.47,1.85,0.2,0.5,0.0,MALE
James Bochnovic,8.0,3.0,193.04,92.99,205.74,Orthodox,35.0,0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0,MALE
Luan Chagas,15.0,3.0,182.88,77.11,190.5,Orthodox,30.0,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3,MALE
Patrick Williams,8.0,6.0,172.72,61.23,185.42,Orthodox,42.0,4.12,0.51,4.12,0.52,2.71,0.41,1.0,0.5,MALE
Bec Rawlings,7.0,8.0,167.64,56.7,162.56,Orthodox,35.0,4.48,0.42,5.66,0.57,0.71,0.4,0.68,0.4,FEMALE
Tom Duquesnoy,16.0,2.0,170.18,61.23,172.72,Orthodox,30.0,3.83,0.45,5.3,0.62,0.42,0.25,0.46,0.0,MALE
Oliver Enkamp,7.0,2.0,182.88,77.11,195.58,Switch,32.0,2.38,0.36,3.55,0.37,0.87,0.16,0.0,0.0,MALE
Mark Godbeer,13.0,4.0,193.04,108.86,195.58,Orthodox,40.0,3.97,0.53,3.3,0.54,0.0,0.0,0.28,0.0,MALE
Dmitry Sosnovskiy,11.0,0.0,190.5,108.86,195.58,Orthodox,34.0,2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2,MALE
Mike Pyle,27.0,14.0,182.88,77.11,187.96,Orthodox,48.0,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5,MALE
Russell Doane,15.0,8.0,170.18,61.23,177.8,Orthodox,37.0,1.75,0.4,1.68,0.53,2.11,0.45,0.52,0.8,MALE
Albert Morales,7.0,4.0,175.26,61.23,182.88,Orthodox,32.0,3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2,MALE
Brian Camozzi,7.0,5.0,187.96,77.11,198.12,Orthodox,32.0,3.15,0.26,6.39,0.54,0.0,0.0,0.0,0.7,MALE
Joshua Burkman,28.0,16.0,177.8,77.11,182.88,Orthodox,43.0,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,MALE
Cyril Asker,9.0,4.0,182.88,112.04,187.96,Orthodox,38.0,3.35,0.39,5.82,0.35,4.41,0.62,1.0,0.9,MALE
Damien Brown,17.0,12.0,177.8,70.31,172.72,Orthodox,39.0,3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7,MALE
Rob Wilkinson,11.0,2.0,190.5,83.91,203.2,Orthodox,32.0,2.74,0.5,5.66,0.39,4.47,0.25,0.0,0.0,MALE
Jeremy Kennedy,11.0,1.0,180.34,65.77,180.34,Orthodox,31.0,2.22,0.46,2.58,0.47,5.73,0.52,0.66,0.0,MALE
Joe Soto,18.0,7.0,167.64,61.23,165.1,Orthodox,37.0,3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9,MALE
Godofredo Pepey,13.0,6.0,170.18,65.77,185.42,Orthodox,36.0,2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5,MALE
Juliana Lima,9.0,5.0,165.1,52.16,165.1,Orthodox,42.0,1.94,0.44,2.11,0.55,1.72,0.31,0.7,0.0,FEMALE
Francimar Barroso,19.0,7.0,185.42,92.99,190.5,Orthodox,44.0,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0,MALE
Sabah Homasi,11.0,8.0,182.88,77.11,182.88,Orthodox,35.0,4.98,0.48,6.91,0.47,2.8,0.5,0.66,0.0,MALE
Galore Bofando,5.0,3.0,180.34,77.11,182.88,Switch,41.0,3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0,MALE
Abel Trujillo,15.0,8.0,172.72,70.31,177.8,Orthodox,40.0,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4,MALE
Oluwale Bamgbose,6.0,4.0,180.34,83.91,198.12,Switch,36.0,2.45,0.48,2.7,0.55,0.94,0.33,0.37,0.0,MALE
Erick Silva,19.0,9.0,182.88,77.11,187.96,Orthodox,39.0,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,MALE
Carls John De Tomas,6.0,2.0,165.1,56.7,180.34,Southpaw,27.0,1.74,0.37,3.93,0.44,1.37,0.33,0.66,0.0,MALE
Antonio Braga Neto,9.0,3.0,190.5,83.91,195.58,Orthodox,36.0,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,MALE
Angela Magana,11.0,9.0,154.94,52.16,165.1,Orthodox,40.0,1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4,FEMALE
Ryan Janes,10.0,3.0,190.5,83.91,193.04,Orthodox,42.0,7.69,0.48,5.53,0.59,0.35,1.0,0.58,0.0,MALE
Michael Bisping,30.0,9.0,185.42,83.91,190.5,Orthodox,45.0,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,MALE
Bobby Nash,8.0,4.0,182.88,77.11,187.96,Orthodox,34.0,3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6,MALE
Kailin Curran,4.0,5.0,162.56,52.16,165.1,Orthodox,32.0,3.89,0.43,4.75,0.53,2.0,0.57,0.61,0.6,FEMALE
Bharat Kandare,5.0,3.0,170.18,61.23,182.88,Orthodox,36.0,0.7,0.1,1.88,0.72,0.0,0.0,0.0,0.0,MALE
Bojan Velickovic,15.0,6.0,182.88,77.11,193.04,Southpaw,35.0,2.18,0.34,2.31,0.57,0.67,0.25,0.55,0.5,MALE
Ashkan Mokhtarian,13.0,3.0,167.64,56.7,170.18,Southpaw,38.0,1.95,0.43,3.66,0.43,0.54,0.16,0.33,0.0,MALE
Will Brooks,18.0,4.0,177.8,70.31,182.88,Orthodox,37.0,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3,MALE
Anthony Hamilton,15.0,9.0,195.58,117.93,193.04,Orthodox,43.0,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0.0,MALE
Nate Marquardt,35.0,19.0,182.88,83.91,187.96,Orthodox,44.0,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,MALE
Michel Quinones,8.0,3.0,177.8,70.31,185.42,Orthodox,39.0,2.91,0.29,5.98,0.48,0.0,0.0,0.36,0.0,MALE
Marcel Fortuna,9.0,3.0,185.42,92.99,187.96,Orthodox,38.0,3.83,0.46,4.52,0.64,0.45,0.08,0.75,0.5,MALE
Georges St-Pierre,26.0,2.0,180.34,83.91,193.04,Orthodox,42.0,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,MALE
Johny Hendricks,18.0,8.0,175.26,83.91,175.26,Southpaw,40.0,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,MALE
Hacran Dias,23.0,6.0,172.72,70.31,175.26,Orthodox,39.0,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,MALE
Christian Colombo,8.0,3.0,195.58,120.2,,Orthodox,43.0,2.76,0.44,4.02,0.42,0.0,0.0,0.33,0.0,MALE
Jonathan Wilson,7.0,3.0,187.96,92.99,190.5,Southpaw,36.0,2.92,0.48,5.65,0.56,0.37,1.0,0.8,0.0,MALE
Marcin Held,23.0,7.0,175.26,70.31,180.34,Orthodox,32.0,1.41,0.34,2.02,0.47,2.46,0.46,0.37,1.3,MALE
Pearl Gonzalez,6.0,3.0,162.56,52.16,,Orthodox,37.0,2.23,0.37,4.07,0.57,1.04,0.11,0.0,0.5,FEMALE
Marco Beltran,8.0,6.0,172.72,56.7,175.26,Orthodox,37.0,2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2,MALE
Takanori Gomi,35.0,14.0,170.18,70.31,177.8,Southpaw,45.0,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8,MALE
Henrique da Silva,14.0,5.0,190.5,92.99,193.04,Orthodox,34.0,3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2,MALE
Hyun Gyu Lim,13.0,7.0,190.5,77.11,195.58,Orthodox,39.0,4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2,MALE
Mitch Clarke,11.0,5.0,177.8,70.31,185.42,Orthodox,38.0,2.35,0.34,3.27,0.47,0.64,0.15,0.5,0.4,MALE
Adriano Martins,28.0,9.0,177.8,70.31,182.88,Southpaw,41.0,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,MALE
Bojan Mihajlovic,10.0,6.0,180.34,92.99,185.42,Orthodox,43.0,1.23,0.35,5.95,0.47,0.0,0.0,0.33,0.0,MALE
Abdul-Kerim Edilov,17.0,4.0,187.96,92.99,,Orthodox,32.0,10.22,0.61,0.13,0.92,3.98,1.0,0.0,2.0,MALE
Andrew Holbrook,12.0,3.0,180.34,70.31,177.8,Southpaw,38.0,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1,MALE
Hector Sandoval,14.0,4.0,157.48,56.7,162.56,Orthodox,37.0,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4,MALE
Rafael Natal,21.0,9.0,182.88,83.91,195.58,Orthodox,41.0,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,MALE
Damian Grabowski,20.0,5.0,185.42,109.32,190.5,Orthodox,43.0,4.0,0.36,7.65,0.51,0.0,0.0,0.0,0.0,MALE
Frankie Perez,10.0,4.0,180.34,70.31,185.42,Orthodox,34.0,1.64,0.41,2.17,0.54,1.75,0.41,0.5,0.3,MALE
Chris Wade,12.0,3.0,177.8,70.31,177.8,Orthodox,36.0,1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1,MALE
Neil Seery,16.0,13.0,162.56,56.7,162.56,Orthodox,44.0,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,MALE
Leslie Smith,10.0,7.0,175.26,61.23,167.64,Orthodox,41.0,7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0,FEMALE
Daniel Omielanczuk,19.0,8.0,182.88,112.04,187.96,Southpaw,41.0,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,MALE
Travis Browne,18.0,7.0,198.12,115.67,200.66,Orthodox,41.0,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,MALE
Jesse Taylor,31.0,15.0,182.88,77.11,185.42,Orthodox,41.0,1.94,0.65,0.55,0.38,7.28,0.5,1.0,3.1,MALE
Nick Roehrick,7.0,1.0,187.96,92.99,,Orthodox,36.0,2.31,0.17,6.92,0.44,0.0,0.0,0.0,0.0,MALE
Tom Gallicchio,19.0,10.0,177.8,77.11,,Southpaw,37.0,3.53,0.26,7.07,0.43,1.0,0.11,0.0,0.0,MALE
Joachim Christensen,14.0,6.0,190.5,92.99,193.04,Orthodox,45.0,3.78,0.41,3.29,0.46,0.0,0.0,0.0,0.0,MALE
Dennis Siver,23.0,11.0,167.64,65.77,177.8,Orthodox,45.0,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,MALE
Johnny Case,22.0,6.0,177.8,70.31,182.88,Orthodox,34.0,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2,MALE
Josh Stansbury,4.0,8.0,187.96,92.99,187.96,Orthodox,39.0,3.22,0.54,3.54,0.54,0.0,0.0,0.87,1.0,MALE
Dong Hyun Kim,22.0,4.0,187.96,77.11,193.04,Southpaw,42.0,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6,MALE
Tarec Saffiedine,16.0,7.0,177.8,77.11,177.8,Switch,37.0,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1,MALE
Kwan Ho Kwak,9.0,2.0,165.1,61.23,,Switch,34.0,3.29,0.41,3.45,0.47,0.78,1.0,0.26,0.0,MALE
Dominique Steele,14.0,9.0,177.8,77.11,187.96,Orthodox,36.0,2.32,0.49,2.42,0.5,2.95,0.42,0.76,0.0,MALE
Kiichi Kunimoto,18.0,7.0,177.8,77.11,180.34,Orthodox,42.0,1.87,0.44,3.92,0.41,1.59,0.2,0.28,0.3,MALE
Alex Nicholson,7.0,4.0,193.04,83.91,195.58,Orthodox,33.0,4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5,MALE
Chris Camozzi,24.0,13.0,187.96,83.91,190.5,Orthodox,37.0,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,MALE
Reza Madadi,14.0,6.0,180.34,70.31,185.42,Orthodox,45.0,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5,MALE
Michael McBride,8.0,3.0,185.42,70.31,,Orthodox,38.0,4.08,0.48,5.85,0.4,1.85,0.42,0.3,1.2,MALE
Cindy Dandois,8.0,3.0,170.18,61.23,,Orthodox,39.0,3.13,0.32,3.4,0.58,5.0,0.55,0.0,0.0,FEMALE
Joe Proctor,11.0,5.0,177.8,70.31,182.88,Orthodox,38.0,3.39,0.36,3.93,0.59,0.0,0.0,0.7,1.8,MALE
Roy Nelson,22.0,14.0,182.88,119.29,185.42,Orthodox,47.0,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,MALE
Rashid Magomedov,20.0,2.0,175.26,70.31,177.8,Orthodox,39.0,4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2,MALE
Augusto Mendes,6.0,2.0,167.64,61.23,165.1,Orthodox,41.0,2.42,0.34,3.91,0.56,1.75,0.33,0.8,0.0,MALE
Nathan Coy,15.0,7.0,177.8,77.11,175.26,Southpaw,45.0,3.88,0.52,2.4,0.61,3.17,0.47,0.5,0.0,MALE
Anthony Johnson,22.0,6.0,187.96,92.99,198.12,Orthodox,40.0,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,MALE
Gegard Mousasi,42.0,6.0,187.96,83.91,193.04,Orthodox,38.0,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,MALE
Patrick Cote,23.0,11.0,180.34,77.11,190.5,Orthodox,44.0,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,MALE
Mike de la Torre,14.0,7.0,180.34,65.77,180.34,Orthodox,37.0,3.21,0.39,4.75,0.51,0.36,0.16,0.83,0.0,MALE
Brad Pickett,25.0,14.0,167.64,61.23,172.72,Orthodox,45.0,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,MALE
Scott Askham,14.0,4.0,190.5,83.91,190.5,Southpaw,35.0,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7,MALE
Rony Jason,14.0,7.0,170.18,65.77,185.42,Orthodox,40.0,2.04,0.44,3.14,0.53,0.59,0.3,0.36,0.8,MALE
Garreth McLellan,13.0,6.0,185.42,83.91,182.88,Southpaw,41.0,3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9,MALE
Sam Sicilia,15.0,8.0,172.72,65.77,170.18,Orthodox,38.0,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,MALE
Reginaldo Vieira,13.0,5.0,170.18,61.23,165.1,Orthodox,41.0,3.76,0.4,2.89,0.59,1.97,0.27,0.25,0.8,MALE
Phillipe Nover,11.0,8.0,175.26,65.77,182.88,Orthodox,40.0,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,MALE
Roan Carneiro,21.0,11.0,180.34,77.11,193.04,Orthodox,45.0,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4,MALE
Michinori Tanaka,11.0,3.0,165.1,61.23,170.18,Orthodox,33.0,1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2,MALE
Daniel Jolly,5.0,3.0,185.42,92.99,190.5,Orthodox,39.0,1.32,0.46,3.39,0.44,2.83,0.33,0.5,0.0,MALE
JC Cottrell,17.0,5.0,175.26,70.31,,Orthodox,34.0,0.79,0.25,2.75,0.45,0.79,1.0,0.5,0.0,MALE
Viktor Pesta,10.0,4.0,190.5,108.86,195.58,Orthodox,33.0,1.58,0.36,2.54,0.56,3.29,0.28,1.0,0.0,MALE
Jocelyn Jones-Lybarger,6.0,4.0,170.18,52.16,162.56,Orthodox,38.0,2.96,0.31,4.83,0.56,0.34,0.25,0.81,0.0,FEMALE
Ronda Rousey,12.0,2.0,170.18,61.23,167.64,Orthodox,37.0,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,FEMALE
Brandon Thatch,11.0,5.0,187.96,77.11,187.96,Switch,38.0,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7,MALE
Cole Miller,21.0,11.0,185.42,65.77,185.42,Orthodox,39.0,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,MALE
James Moontasri,9.0,5.0,177.8,77.11,180.34,Switch,35.0,2.39,0.48,3.86,0.4,0.0,0.0,0.79,0.2,MALE
Takeya Mizugaki,21.0,11.0,170.18,61.23,175.26,Orthodox,40.0,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,MALE
Fredy Serrano,3.0,2.0,160.02,56.7,165.1,Orthodox,44.0,1.58,0.26,1.89,0.61,2.84,0.25,0.84,0.0,MALE
Tim Kennedy,18.0,6.0,180.34,83.91,187.96,Orthodox,44.0,2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7,MALE
Valerie Letourneau,8.0,6.0,170.18,52.16,172.72,Orthodox,40.0,4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3,FEMALE
Zach Makovsky,20.0,8.0,162.56,56.7,162.56,Southpaw,40.0,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3,MALE
Sean O'Connell,17.0,9.0,185.42,92.99,187.96,Orthodox,40.0,5.46,0.48,6.77,0.45,0.0,0.0,0.3,0.5,MALE
Keith Berish,5.0,1.0,182.88,92.99,,Orthodox,38.0,3.58,0.36,4.81,0.62,1.76,0.4,0.0,0.0,MALE
Brendan O'Reilly,6.0,3.0,170.18,77.11,175.26,Orthodox,36.0,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6,MALE
Elvis Mutapcic,15.0,6.0,182.88,83.91,182.88,Orthodox,37.0,3.41,0.4,4.27,0.38,0.0,0.0,0.81,0.0,MALE
Kyle Noke,22.0,10.0,185.42,77.11,193.04,Southpaw,44.0,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,MALE
Yusuke Kasuya,9.0,3.0,170.18,70.31,,Southpaw,34.0,2.17,0.44,4.34,0.48,1.36,0.33,0.0,0.0,MALE
Richard Walsh,9.0,5.0,182.88,77.11,185.42,Orthodox,35.0,3.84,0.46,2.72,0.58,1.55,0.4,0.66,0.2,MALE
Jonathan Meunier,8.0,1.0,190.5,77.11,,Switch,36.0,3.47,0.5,1.43,0.69,0.58,0.33,0.58,0.0,MALE
Geane Herrera,9.0,3.0,165.1,56.7,167.64,Orthodox,33.0,1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6,MALE
Yao Zhikui,2.0,4.0,165.1,56.7,162.56,Orthodox,33.0,1.44,0.21,2.82,0.48,0.66,0.16,0.58,0.0,MALE
Ryan Bader,23.0,5.0,187.96,92.99,187.96,Orthodox,40.0,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,MALE
Manvel Gamburyan,15.0,10.0,165.1,61.23,170.18,Orthodox,42.0,2.13,0.41,2.83,0.55,3.26,0.34,0.69,0.7,MALE
Magnus Cedenblad,14.0,5.0,195.58,83.91,200.66,Orthodox,41.0,2.38,0.51,3.02,0.4,2.87,0.64,0.66,1.0,MALE
Kyoji Horiguchi,19.0,2.0,165.1,56.7,167.64,Orthodox,33.0,3.6,0.45,2.45,0.62,2.0,0.44,0.55,0.0,MALE
Ali Bagautinov,15.0,6.0,162.56,56.7,165.1,Orthodox,38.0,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3,MALE
Anna Elmose,3.0,2.0,160.02,52.16,,Orthodox,39.0,3.68,0.49,4.64,0.56,0.0,0.0,0.33,0.0,FEMALE
Milana Dudieva,11.0,6.0,160.02,61.23,,Orthodox,34.0,0.87,0.31,3.43,0.58,2.34,0.45,0.0,0.0,FEMALE
Erik Perez,17.0,6.0,172.72,61.23,172.72,Orthodox,34.0,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2,MALE
Jason Novelli,11.0,3.0,182.88,70.31,,Orthodox,44.0,1.73,0.24,3.55,0.66,0.7,0.33,1.0,0.0,MALE
Chris Avila,5.0,4.0,177.8,65.77,,Orthodox,31.0,2.37,0.3,4.17,0.48,0.0,0.0,0.46,0.0,MALE
Dan Henderson,32.0,15.0,180.34,83.91,187.96,Orthodox,53.0,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,MALE
Albert Tumenov,18.0,4.0,180.34,77.11,185.42,Orthodox,32.0,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0,MALE
Lukasz Sajewski,13.0,3.0,172.72,70.31,180.34,Orthodox,33.0,2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0,MALE
Tamdan McCrory,14.0,5.0,193.04,83.91,193.04,Switch,37.0,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5,MALE
Cody East,12.0,3.0,190.5,111.13,,Orthodox,35.0,4.15,0.43,7.32,0.4,3.97,1.0,0.16,0.0,MALE
Kelly Faszholz,4.0,2.0,172.72,61.23,,Orthodox,38.0,4.01,0.48,3.61,0.52,0.0,0.0,0.44,0.0,FEMALE
Antonio Silva,19.0,12.0,193.04,119.75,208.28,Orthodox,44.0,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,MALE
Hector Urbina,17.0,10.0,180.34,77.11,185.42,Orthodox,36.0,0.97,0.38,2.44,0.39,0.0,0.0,0.38,3.8,MALE
Kenny Robertson,15.0,5.0,177.8,77.11,187.96,Orthodox,40.0,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,MALE
Maximo Blanco,12.0,8.0,172.72,65.77,180.34,Orthodox,40.0,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3,MALE
Joey Gomez,6.0,2.0,177.8,61.23,185.42,Orthodox,37.0,2.44,0.28,4.46,0.55,0.62,1.0,0.5,0.0,MALE
Caio Magalhaes,10.0,3.0,185.42,83.91,185.42,Orthodox,36.0,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6,MALE
Sean Spencer,12.0,6.0,177.8,77.11,187.96,Orthodox,36.0,4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0,MALE
Josh Barnett,35.0,8.0,190.5,113.4,198.12,Orthodox,46.0,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4,MALE
Tae Hyun Bang,18.0,10.0,175.26,70.31,180.34,Switch,40.0,2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5,MALE
Leandro Issa,13.0,6.0,170.18,61.23,175.26,Orthodox,40.0,2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2,MALE
Leandro Silva,20.0,6.0,175.26,70.31,182.88,Orthodox,38.0,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4,MALE
Kevin Casey,9.0,5.0,180.34,83.91,195.58,Southpaw,42.0,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4,MALE
Shane Campbell,14.0,6.0,182.88,70.31,180.34,Orthodox,37.0,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0.0,MALE
Rick Story,19.0,9.0,175.26,77.11,180.34,Southpaw,39.0,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,MALE
Elizabeth Phillips,6.0,6.0,167.64,61.23,165.1,Orthodox,37.0,2.6,0.33,3.07,0.58,0.75,0.25,0.53,0.2,FEMALE
Lorenz Larkin,18.0,6.0,180.34,77.11,182.88,Orthodox,37.0,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,MALE
Alberto Uda,12.0,2.0,190.5,83.91,,Orthodox,39.0,1.79,0.52,3.49,0.45,2.83,0.5,0.66,0.0,MALE
Horacio Gutierrez,4.0,3.0,177.8,65.77,,,33.0,0.86,0.26,2.91,0.46,0.0,0.0,0.5,0.0,MALE
Tatsuya Kawajiri,36.0,11.0,170.18,65.77,175.26,Orthodox,45.0,2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1,MALE
Francisco Rivera,11.0,7.0,172.72,61.23,177.8,Orthodox,42.0,4.07,0.41,3.16,0.68,1.01,0.63,0.68,0.6,MALE
Jim Alers,13.0,3.0,175.26,65.77,180.34,Orthodox,37.0,2.9,0.4,4.38,0.56,2.26,0.41,0.8,0.3,MALE
Michael McDonald,17.0,4.0,175.26,61.23,177.8,Orthodox,33.0,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4,MALE
Josh Samman,13.0,4.0,190.5,83.91,200.66,Orthodox,36.0,2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4,MALE
Cristina Stanciu,5.0,2.0,160.02,52.16,,Orthodox,29.0,2.5,0.5,3.07,0.52,0.85,1.0,0.4,1.7,FEMALE
Cody Pfister,13.0,6.0,177.8,70.31,185.42,Orthodox,33.0,1.41,0.25,2.8,0.51,2.82,0.3,0.0,0.0,MALE
Enrique Marin,10.0,4.0,177.8,77.11,,,37.0,1.43,0.33,3.0,0.5,2.5,0.38,0.6,1.0,MALE
Thiago Tavares,21.0,7.0,170.18,65.77,177.8,Orthodox,39.0,2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5,MALE
Fernando Bruno,15.0,4.0,167.64,65.77,,,42.0,1.75,0.39,1.78,0.48,2.02,0.22,0.56,0.5,MALE
Anton Zafir,7.0,3.0,180.34,77.11,,Orthodox,36.0,2.99,0.64,2.31,0.52,6.11,0.6,0.0,0.0,MALE
Mehdi Baghdad,11.0,5.0,185.42,70.31,,Orthodox,38.0,3.13,0.3,4.56,0.46,0.0,0.0,0.33,0.0,MALE
Dileno Lopes,19.0,3.0,165.1,61.23,,,39.0,2.37,0.36,3.33,0.53,2.5,0.31,1.0,1.5,MALE
Jerrod Sanders,16.0,3.0,172.72,61.23,182.88,Orthodox,44.0,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6,MALE
Rory MacDonald,19.0,4.0,182.88,77.11,193.04,Orthodox,34.0,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4,MALE
Steve Bosse,12.0,2.0,180.34,92.99,182.88,Orthodox,42.0,5.99,0.52,5.38,0.5,0.92,0.33,1.0,0.0,MALE
Chris Beal,10.0,5.0,170.18,56.7,175.26,Orthodox,38.0,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2,MALE
Dominic Waters,9.0,5.0,185.42,77.11,200.66,Orthodox,34.0,0.48,0.23,2.53,0.39,4.07,0.52,0.28,0.0,MALE
Willie Gates,12.0,7.0,172.72,56.7,182.88,Orthodox,37.0,1.8,0.38,4.28,0.38,0.0,0.0,0.67,0.4,MALE
Chris Kelades,9.0,3.0,170.18,56.7,172.72,Orthodox,43.0,2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3,MALE
Clint Hester,11.0,6.0,187.96,92.99,195.58,Orthodox,37.0,3.36,0.42,3.44,0.56,1.02,0.35,0.6,0.0,MALE
Efrain Escudero,28.0,12.0,175.26,70.31,180.34,Orthodox,38.0,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,MALE
Michael Graves,6.0,0.0,177.8,77.11,180.34,Orthodox,33.0,1.25,0.54,1.47,0.58,4.8,0.52,0.66,0.4,MALE
Gabriel Gonzaga,17.0,11.0,187.96,109.77,193.04,Orthodox,44.0,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,MALE
Igor Pokrajac,28.0,13.0,182.88,92.99,187.96,Orthodox,45.0,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,MALE
Ian Entwistle,9.0,3.0,165.1,61.23,,Orthodox,37.0,0.11,0.07,7.36,0.31,0.0,0.0,0.0,12.1,MALE
Lucas Martins,19.0,3.0,182.88,65.77,182.88,Southpaw,35.0,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5,MALE
Frank Mir,18.0,11.0,190.5,119.75,200.66,Southpaw,44.0,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,MALE
